,Player,Year,Club,Position,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%
5150,Robbie Rogers,2010,CLB,M-F,20,17,1547,1,0,40,9,1,0/0,1,0,0.06,2.5
5151,Ugo Ihemelu,2010,DAL,D,19,18,1558,1,0,8,3,1,0/0,0,1,0.06,12.5
5152,Julius James,2010,DC,D,22,16,1682,1,0,12,3,1,0/0,0,1,0.05,8.3
5153,Chris Wingert,2010,RSL,D,24,22,1985,1,0,9,2,0,0/0,0,1,0.05,11.1
5154,Wilman Conde,2010,CHI,D,25,22,2019,1,0,6,2,0,0/0,0,1,0.04,16.7
5155,Nana Attakora,2010,TOR,D,25,24,2108,1,0,5,1,0,0/0,1,0,0.04,20.0
5156,Jimmy Conrad,2010,KC,D,26,26,2282,1,0,8,3,0,0/0,0,1,0.04,12.5
5157,Brian Carroll,2010,CLB,M,28,27,2390,1,0,7,3,0,0/0,1,0,0.04,14.3
5158,Drew Moor,2010,COL,D,30,30,2700,1,0,14,7,1,0/0,1,0,0.03,7.1
5159,Tim Ream,2010,NY,D,30,30,2700,1,0,7,4,1,0/0,1,0,0.03,14.3
5160,William Hesmer,2010,CLB,GK,30,30,2700,1,0,1,1,0,0/0,0,1,0.03,100.0
5161,Roger Torres,2010,PHI,M,21,10,958,0,6,19,11,0,0/0,0,0,0.0,0.0
5162,Sean Franklin,2010,LA,D,25,24,2126,0,6,9,2,0,0/0,0,0,0.0,0.0
5163,Heath Pearce,2010,DAL,D,28,27,2414,0,6,31,2,0,0/0,0,0,0.0,0.0
5164,Michael Harrington,2010,KC,D,29,29,2560,0,4,3,2,0,0/0,0,0,0.0,0.0
5165,Nicholas Lindsay,2010,TOR,F,4,2,240,0,3,3,1,0,0/0,0,0,0.0,0.0
5166,Nate Jaqua,2010,SEA,F,15,3,409,0,3,9,5,0,0/0,0,0,0.0,0.0
5167,Craig Rocastle,2010,KC,M,23,18,1470,0,3,10,1,0,0/0,0,0,0.0,0.0
5168,Corey Ashe,2010,HOU,M,27,19,1650,0,3,12,4,0,0/0,0,0,0.0,0.0
5169,Richard Mulrooney,2010,HOU,M,23,19,1671,0,3,2,0,0,0/0,0,0,0.0,0.0
5170,Michael Lahoud,2010,CHV,M,23,20,1684,0,3,8,2,0,0/0,0,0,0.0,0.0
5171,Kosuke Kimura,2010,COL,D,23,21,1931,0,3,6,2,0,0/0,0,0,0.0,0.0
5172,Mariano Trujillo,2010,CHV,D,28,28,2517,0,3,5,1,0,0/0,0,0,0.0,0.0
5173,Chris Klein,2010,LA,M,11,3,303,0,2,1,0,0,0/0,0,0,0.0,0.0
5174,Rodney Wallace,2010,DC,M-D,11,11,924,0,2,4,1,0,0/0,0,0,0.0,0.0
5175,Chris Albright,2010,NY,D,18,18,1585,0,2,7,2,0,0/0,0,0,0.0,0.0
5176,Jonathan Bornstein,2010,CHV,D,21,17,1673,0,2,16,7,0,0/0,0,0,0.0,0.0
5177,Frankie Hejduk,2010,CLB,D,20,20,1736,0,2,8,4,0,0/0,0,0,0.0,0.0
5178,Roy Miller,2010,NY,D,25,21,1948,0,2,9,3,0,0/0,0,0,0.0,0.0
5179,Chris Birchall,2010,LA,M,25,23,1973,0,2,31,8,0,0/0,0,0,0.0,0.0
5180,Julian de Guzman,2010,TOR,M,25,21,2014,0,2,16,5,0,0/0,0,0,0.0,0.0
5181,Jair Benitez,2010,DAL,D,28,28,2424,0,2,8,1,0,0/0,0,0,0.0,0.0
5182,Tyson Wahl,2010,SEA,D,4,2,241,0,1,1,0,0,0/0,0,0,0.0,0.0
5183,Sal Zizzo,2010,CHV,F,10,1,254,0,1,4,2,0,0/0,0,0,0.0,0.0
5184,Eduardo,2010,SJ,F,8,2,303,0,1,6,1,0,0/0,0,0,0.0,0.0
5185,Mike Seamon,2010,SEA,M-F,8,3,314,0,1,6,2,0,0/0,0,0,0.0,0.0
5186,Jonathan Leathers,2010,KC,D,8,3,356,0,1,2,1,0,0/0,0,0,0.0,0.0
5187,Pablo Campos,2010,RSL,F,16,3,434,0,1,12,4,0,0/0,0,0,0.0,0.0
5188,Scott Sealy,2010,SJ,F,15,5,520,0,1,7,2,0,0/0,0,0,0.0,0.0
5189,Mista,2010,TOR,F,9,5,544,0,1,13,3,0,0/0,0,0,0.0,0.0
5190,Anthony Wallace,2010,COL,D,9,7,571,0,1,2,1,0,0/0,0,0,0.0,0.0
5191,Andre Luiz,2010,SJ,M,9,9,701,0,1,4,2,0,0/0,0,0,0.0,0.0
5192,Khano Smith,2010,NE,M,16,6,772,0,1,13,5,0,0/0,0,0,0.0,0.0
5193,Jackson,2010,DAL,M,12,9,805,0,1,7,3,0,0/0,0,0,0.0,0.0
5194,Marcelo Saragosa,2010,CHV,M,14,9,823,0,1,5,2,0,0/0,0,0,0.0,0.0
5195,Jeremy Hall,2010,NY,M,13,9,895,0,1,3,1,0,0/0,0,0,0.0,0.0
5196,Shaun Francis,2010,CLB,D,12,10,993,0,1,3,0,0,0/0,0,0,0.0,0.0
5197,Joseph Niouky,2010,NE,M,13,11,1068,0,1,6,0,0,0/0,0,0,0.0,0.0
5198,Pablo Hernandez,2010,DC,F,14,13,1149,0,1,29,16,0,0/0,0,0,0.0,0.0
5199,Danny O'Rourke,2010,CLB,D,17,14,1276,0,1,5,0,0,0/0,0,0,0.0,0.0
5200,Dasan Robinson,2010,CHI,D,17,17,1369,0,1,4,0,0,0/0,0,0,0.0,0.0
5201,Stephen King,2010,DC,M,20,16,1415,0,1,17,7,0,0/0,0,0,0.0,0.0
5202,Tony Beltran,2010,RSL,D,18,17,1493,0,1,3,1,0,0/0,0,0,0.0,0.0
5203,Andrew Dykstra,2010,CHI,GK,17,17,1530,0,1,0,0,0,0/0,0,0,0.0,0.0
5204,Ben Zemanski,2010,CHV,M,22,17,1543,0,1,16,3,0,0/0,0,0,0.0,0.0
5205,Krzysztof Krol,2010,CHI,D,19,17,1565,0,1,9,1,0,0/0,0,0,0.0,0.0
5206,Tim Ward,2010,SJ,D,19,18,1638,0,1,5,3,0,0/0,0,0,0.0,0.0
5207,Stephane Auvray,2010,KC,M,21,21,1681,0,1,7,0,0,0/0,0,0,0.0,0.0
5208,Jeff Parke,2010,SEA,D,20,20,1682,0,1,6,0,0,0/0,0,0,0.0,0.0
5209,Emmanuel Osei,2010,NE,D,21,18,1716,0,1,5,0,0,0/0,0,0,0.0,0.0
5210,Sam Cronin,2010,SJ,M,23,20,1754,0,1,8,2,0,0/0,0,0,0.0,0.0
5211,Ante Jazic,2010,CHV,D,21,21,1771,0,1,3,0,0,0/0,0,0,0.0,0.0
5212,Carlos Mendes,2010,NY,D,21,20,1785,0,1,0,0,0,0/0,0,0,0.0,0.0
5213,Nick Garcia,2010,TOR,D,23,20,1811,0,1,3,1,0,0/0,0,0,0.0,0.0
5214,Kevin Alston,2010,NE,D,22,22,1826,0,1,14,3,0,0/0,0,0,0.0,0.0
5215,Dario Delgado,2010,CHV,D,22,21,1865,0,1,7,3,0,0/0,0,0,0.0,0.0
5216,Roger Espinoza,2010,KC,M-D,25,25,2192,0,1,15,4,0,0/0,0,0,0.0,0.0
5217,Bobby Boswell,2010,HOU,D,26,26,2277,0,1,2,0,0,0/0,0,0,0.0,0.0
5218,Jason Hernandez,2010,SJ,D,27,27,2412,0,1,0,0,0,0/0,0,0,0.0,0.0
5219,Bouna Coundoul,2010,NY,GK,27,27,2430,0,1,0,0,0,0/0,0,0,0.0,0.0
5220,Danny Califf,2010,PHI,D,28,28,2464,0,1,7,2,0,0/0,0,0,0.0,0.0
5221,Kasey Keller,2010,SEA,GK,30,30,2655,0,1,0,0,0,0/0,0,0,0.0,0.0
5222,Alex Nimo,2010,RSL,F-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5223,Ali Gerba,2010,TOR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5224,Andrew Boyens,2010,NY,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5225,Andrew Quinn,2010,DC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5226,Andrew Weber,2010,SJ,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5227,Andrew Wiedeman,2010,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5228,Andy Gruenebaum,2010,CLB,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5229,Austin Da Luz,2010,NY,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5230,Brian Perk,2010,LA,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5231,Bryan Namoff,2010,DC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5232,Cesar Zamora,2010,CHV,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5233,Ciaran O'Brien,2010,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5234,Conor Shanosky,2010,DC,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5235,David Horst,2010,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5236,Davy Armstrong,2010,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5237,Eduardo Lillingston,2010,CHV,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5238,Emmanuel Gomez,2010,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5239,Giorgi Chirgadze,2010,NY,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5240,Igor Kostrov,2010,KC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5241,Irving Garcia,2010,NY,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5242,J.T. Noone,2010,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5243,Jamar Beasley,2010,KC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5244,Jon Kempin,2010,KC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5245,Josh Lambo,2010,DAL,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5246,Josh Wicks,2010,DC,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5247,Josh Williams,2010,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5248,Kenny Schoeni,2010,CLB,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5249,Kevin Goldthwaite,2010,NY,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5250,Luis Gil,2010,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5251,Lyle Adams,2010,DC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5252,Mauricio Castro,2010,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5253,Michael Videira,2010,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5254,Mike Holody,2010,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5255,Nick Kounenakis,2010,KC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5256,Oscar Murillo,2010,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5257,Othaniel Yanez,2010,CLB,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5258,Peri Marosevic,2010,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5259,Rob Valentino,2010,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5260,Ross Schunk,2010,COL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5261,Steve Ralston,2010,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5262,Steward Ceus,2010,COL,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5263,Sunil Chhetri,2010,KC,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5264,Taylor Twellman,2010,NE,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5265,Tim Melia,2010,RSL,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5266,Tim Murray,2010,NE,GK,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5267,Tiyi Shipalane,2010,DC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5268,Victor Pineda,2010,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5269,Zac Herold,2010,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5270,Zoltan Hercegfalvi,2010,KC,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0
5271,Doneil Henry,2010,TOR,D,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0
5272,Francisco Navas Cobo,2010,HOU,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0
5273,Sergio Herrera,2010,CLB,F,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0
5274,Taylor Graham,2010,SEA,D,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0
5275,Bryan de la Fuente,2010,CHV,F,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0
5276,Edson Edward,2010,DAL,D,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0
5277,J.P. Rodrigues,2010,DC,D,1,0,12,0,0,0,0,0,0/0,0,0,0.0,0.0
5278,Andre Akpan,2010,COL,F,1,0,13,0,0,1,1,0,0/0,0,0,0.0,0.0
5279,Bryan Leyva,2010,DAL,M,1,0,13,0,0,0,0,0,0/0,0,0,0.0,0.0
5280,Juan Agudelo,2010,NY,F,2,0,14,0,0,1,1,0,0/0,0,0,0.0,0.0
5281,Nico Colaluca,2010,NE,M,1,0,14,0,0,0,0,0,0/0,0,0,0.0,0.0
5282,Roberto Linck,2010,NE,F-M,2,0,16,0,0,0,0,0,0/0,0,0,0.0,0.0
5283,Conor Chinn,2010,NY,F,5,0,29,0,0,1,1,0,0/0,0,0,0.0,0.0
5284,Jason Yeisley,2010,DAL,F,5,0,39,0,0,1,0,0,0/0,0,0,0.0,0.0
5285,Duncan Oughton,2010,CLB,D,3,0,41,0,0,0,0,0,0/0,0,0,0.0,0.0
5286,Toni Stahl,2010,PHI,M,1,1,41,0,0,0,0,0,0/0,0,0,0.0,0.0
5287,Junior Carreiro,2010,DC,M,3,0,43,0,0,0,0,0,0/0,0,0,0.0,0.0
5288,Alex Zotinca,2010,CHV,D,1,1,45,0,0,0,0,0,0/0,0,0,0.0,0.0
5289,Santiago Hirsig,2010,KC,M,1,1,45,0,0,1,0,0,0/0,0,0,0.0,0.0
5290,Terry Boss,2010,SEA,GK,1,0,45,0,0,0,0,0,0/0,0,0,0.0,0.0
5291,Ruben Luna,2010,DAL,F,4,0,48,0,0,2,0,0,0/0,0,0,0.0,0.0
5292,Justin Morrow,2010,SJ,D,3,0,59,0,0,1,0,0,0/0,0,0,0.0,0.0
5293,Javier Robles,2010,SJ,M,2,1,61,0,0,2,2,0,0/0,0,0,0.0,0.0
5294,Jose Macotelo,2010,CHV,M-F,3,0,65,0,0,0,0,0,0/0,0,0,0.0,0.0
5295,Paulo Araujo Jr.,2010,RSL,F,3,0,65,0,0,3,1,0,0/0,0,0,0.0,0.0
5296,Stefan Dimitrov,2010,CHI,F,5,1,67,0,0,3,0,0,0/0,0,0,0.0,0.0
5297,Jon Conway,2010,TOR,GK,1,1,72,0,0,0,0,0,0/0,0,0,0.0,0.0
5298,Omar Jasseh,2010,SJ,M,4,0,76,0,0,2,1,0,0/0,0,0,0.0,0.0
5299,Ross LaBauex,2010,COL,M,5,1,76,0,0,0,0,0,0/0,0,0,0.0,0.0
5300,David Myrie,2010,PHI,D,1,1,78,0,0,0,0,0,0/0,0,0,0.0,0.0
5301,Ramon Sanchez,2010,SJ,M,3,1,83,0,0,1,1,0,0/0,0,0,0.0,0.0
5302,Barry Rice,2010,DC,D,2,1,86,0,0,2,0,0,0/0,0,0,0.0,0.0
5303,David Estrada,2010,SEA,M-F,3,1,88,0,0,1,1,0,0/0,0,0,0.0,0.0
5304,Chris Schuler,2010,RSL,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
5305,Eric Kronberg,2010,KC,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
5306,Ian Joyce,2010,COL,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
5307,Jim Brennan,2010,TOR,D,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
5308,Josh Saunders,2010,LA,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
5309,Kevin Guppy,2010,CHV,GK,1,1,90,0,0,0,0,0,0/0,0,0,0.0,0.0
5310,Brian Nielsen,2010,NY,M,2,1,105,0,0,4,2,0,0/0,0,0,0.0,0.0
5311,Milos Kocic,2010,TOR,GK,2,1,107,0,0,0,0,0,0/0,0,0,0.0,0.0
5312,Aaron Hohlbein,2010,KC,D,2,1,111,0,0,0,0,0,0/0,0,0,0.0,0.0
5313,Corben Bone,2010,CHI,M,5,1,114,0,0,2,1,0,0/0,0,0,0.0,0.0
5314,Luke Sassano,2010,NY,D,3,2,120,0,0,0,0,0,0/0,0,0,0.0,0.0
5315,Korede Aiyegbusi,2010,KC,D,5,1,129,0,0,0,0,0,0/0,0,0,0.0,0.0
5316,Edgaras Jankauskas,2010,NE,F,4,0,147,0,0,2,1,0,0/0,0,0,0.0,0.0
5317,Gerson Mayen,2010,CHV,M,4,2,152,0,0,0,0,0,0/0,0,0,0.0,0.0
5318,Luciano Emilio,2010,DC,F,4,1,157,0,0,1,1,0,0/0,0,0,0.0,0.0
5319,Nick Zimmerman,2010,PHI,M,8,1,159,0,0,3,0,0,0/0,0,0,0.0,0.0
5320,Dilly Duka,2010,CLB,M,3,2,160,0,0,1,1,0,0/0,0,0,0.0,0.0
5321,Miguel Montano,2010,SEA,F,6,1,161,0,0,4,0,0,0/0,0,0,0.0,0.0
5322,Kyle Davies,2010,DAL,D,3,2,166,0,0,0,0,0,0/0,0,0,0.0,0.0
5323,Carlos Varela,2010,DC,M,6,1,173,0,0,1,0,0,0/0,0,0,0.0,0.0
5324,Tyler Deric,2010,HOU,GK,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0
5325,Yohance Marshall,2010,LA,D,2,2,180,0,0,0,0,0,0/0,0,0,0.0,0.0
5326,Clint Mathis,2010,LA,M,9,0,182,0,0,0,0,0,0/0,0,0,0.0,0.0
5327,John Wolyniec,2010,NY,F,4,2,190,0,0,4,1,0,0/0,0,0,0.0,0.0
5328,Claudio Lopez,2010,COL,F,11,0,200,0,0,8,4,0,0/0,0,0,0.0,0.0
5329,Brandon Barklage,2010,DC,D,3,2,205,0,0,4,1,0,0/0,0,0,0.0,0.0
5330,Anthony Obodai,2010,HOU,M,4,4,210,0,0,0,0,0,0/0,0,0,0.0,0.0
5331,Gabe Gala,2010,TOR,M,10,1,217,0,0,1,0,0,0/0,0,0,0.0,0.0
5332,Rauwshan McKenzie,2010,RSL,D,4,2,224,0,0,0,0,0,0/0,0,0,0.0,0.0
5333,Craig Waibel,2010,HOU,D,4,3,225,0,0,1,0,0,0/0,0,0,0.0,0.0
5334,Bruno Guarda,2010,DAL,M,9,2,233,0,0,1,0,0,0/0,0,0,0.0,0.0
5335,Eddie Lewis,2010,LA,M,13,1,250,0,0,6,1,0,0/0,0,0,0.0,0.0
5336,Bryan Jordan,2010,LA,D,8,2,268,0,0,1,0,0,0/0,0,0,0.0,0.0
5337,Greg Sutton,2010,NY,GK,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0
5338,Kyle Reynish,2010,RSL,GK,3,3,270,0,0,0,0,0,0/0,0,0,0.0,0.0
5339,Thabiso Khumalo,2010,DC,F,8,3,270,0,0,3,2,0,0/0,0,0,0.0,0.0
5340,Yamith Cuesta,2010,CHV,D,6,3,290,0,0,1,1,0,0/0,0,0,0.0,0.0
5341,Marc Burch,2010,DC,D,4,4,360,0,0,2,1,0,0/0,0,0,0.0,0.0
5342,Zach Scott,2010,SEA,D,4,4,360,0,0,0,0,0,0/0,0,0,0.0,0.0
5343,Jason Griffiths,2010,NE,M,10,4,377,0,0,4,1,0,0/0,0,0,0.0,0.0
5344,Collen Warner,2010,RSL,M,13,4,426,0,0,6,2,0,0/0,0,0,0.0,0.0
5345,Kevin Burns,2010,CLB,M,9,4,433,0,0,2,1,0,0/0,0,0,0.0,0.0
5346,Brad Ring,2010,SJ,D,11,4,435,0,0,7,1,0,0/0,0,0,0.0,0.0
5347,Amobi Okugo,2010,PHI,D,11,4,437,0,0,3,1,0,0/0,0,0,0.0,0.0
5348,Gonzalo Segares,2010,CHI,D,6,6,439,0,0,1,0,0,0/0,0,0,0.0,0.0
5349,Tally Hall,2010,HOU,GK,5,5,450,0,0,0,0,0,0/0,0,0,0.0,0.0
5350,Nery Castillo,2010,CHI,F,8,6,487,0,0,9,5,0,0/0,0,0,0.0,0.0
5351,Jean Alexandre,2010,RSL,F,15,5,494,0,0,4,3,0,0/0,0,0,0.0,0.0
5352,Bobby Shuttleworth,2010,NE,GK,6,5,501,0,0,0,0,0,0/0,0,0,0.0,0.0
5353,Deris Umanzor,2010,CHI,D,10,5,502,0,0,2,2,0,0/0,0,0,0.0,0.0
5354,Pablo Escobar,2010,KC,D,7,7,529,0,0,6,2,0,0/0,0,0,0.0,0.0
5355,Peter Vagenas,2010,SEA,M,7,7,542,0,0,1,1,0,0/0,0,0,0.0,0.0
5356,Scott Palguta,2010,COL,D,16,5,560,0,0,2,0,0,0/0,0,0,0.0,0.0
5357,Chance Myers,2010,KC,D,15,6,568,0,0,9,4,0,0/0,0,0,0.0,0.0
5358,Ryan Cochrane,2010,HOU,D,12,5,569,0,0,1,0,0,0/0,0,0,0.0,0.0
5359,Dan Kennedy,2010,CHV,GK,7,6,594,0,0,0,0,0,0/0,0,0,0.0,0.0
5360,Joseph Nane,2010,TOR,M,11,8,614,0,0,8,1,0,0/0,0,0,0.0,0.0
5361,Juan Diego Gonzalez,2010,PHI,D,7,7,630,0,0,0,0,0,0/0,0,0,0.0,0.0
5362,Eduardo Coudet,2010,PHI,M,9,9,631,0,0,1,0,0,0/0,0,0,0.0,0.0
5363,Brad Knighton,2010,PHI,GK,8,8,652,0,0,0,0,0,0/0,0,0,0.0,0.0
5364,Kwame Watson-Siriboe,2010,CHI,D,10,7,681,0,0,3,1,0,0/0,0,0,0.0,0.0
5365,Christian Castillo,2010,DC,M,10,8,691,0,0,14,4,0,0/0,0,0,0.0,0.0
5366,Bratislav Ristic,2010,CHI,M,8,8,692,0,0,1,1,0,0/0,0,0,0.0,0.0
5367,Juan Manuel Pena,2010,DC,D,10,9,700,0,0,0,0,0,0/0,0,0,0.0,0.0
5368,Bill Hamid,2010,DC,GK,8,8,720,0,0,0,0,0,0/0,0,0,0.0,0.0
5369,Sheanon Williams,2010,PHI,D-M,8,8,720,0,0,4,3,0,0/0,0,0,0.0,0.0
5370,Raivis Hscanovics,2010,TOR,D,11,10,753,0,0,0,0,0,0/0,0,0,0.0,0.0
5371,Branko Boskovic,2010,DC,M,13,8,771,0,0,20,7,0,0/0,0,0,0.0,0.0
5372,Kyle Nakazawa,2010,PHI,M,14,8,798,0,0,17,8,0,0/0,0,0,0.0,0.0
5373,Jhon Kennedy Hurtado,2010,SEA,D,9,9,810,0,0,0,0,0,0/0,0,0,0.0,0.0
5374,Leonardo,2010,LA,D,10,10,855,0,0,4,1,0,0/0,0,0,0.0,0.0
5375,Colin Clark,2010,HOU,M,16,9,866,0,0,12,3,0,0/0,0,0,0.0,0.0
5376,Amadou Sanyang,2010,TOR,D,13,12,898,0,0,3,0,0,0/0,0,0,0.0,0.0
5377,Preston Burpo,2010,NE,GK,11,11,939,0,0,0,0,0,0/0,0,0,0.0,0.0
5378,Dario Sala,2010,DAL,GK,11,10,945,0,0,0,0,0,0/0,0,0,0.0,0.0
5379,Ty Harden,2010,TOR,D,12,10,975,0,0,4,1,0,0/0,0,0,0.0,0.0
5380,Gino Padula,2010,CLB,D,15,13,1001,0,0,0,0,0,0/0,0,0,0.0,0.0
5381,Matt Besler,2010,KC,D,12,10,1016,0,0,4,3,0,0/0,0,0,0.0,0.0
5382,Maksim Usanov,2010,TOR,D,14,13,1045,0,0,0,0,0,0/0,0,0,0.0,0.0
5383,Mike Petke,2010,NY,D,16,11,1047,0,0,1,0,0,0/0,0,0,0.0,0.0
5384,Joe Cannon,2010,SJ,GK,12,12,1080,0,0,0,0,0,0/0,0,0,0.0,0.0
5385,Martin Saric,2010,TOR,M,17,15,1153,0,0,8,3,0,0/0,0,0,0.0,0.0
5386,Julien Baudet,2010,COL,D,18,14,1154,0,0,11,0,0,0/0,0,0,0.0,0.0
5387,Sean Johnson,2010,CHI,GK,13,13,1170,0,0,0,0,0,0/0,0,0,0.0,0.0
5388,Emmanuel Ekpo,2010,CLB,M,24,13,1178,0,0,16,3,0,0/0,0,0,0.0,0.0
5389,Jed Zayner,2010,DC,D,17,12,1187,0,0,2,0,0,0/0,0,0,0.0,0.0
5390,Chris Leitch,2010,SJ,D,15,15,1225,0,0,1,0,0,0/0,0,0,0.0,0.0
5391,Matt Reis,2010,NE,GK,14,14,1260,0,0,0,0,0,0/0,0,0,0.0,0.0
5392,Andrew Jacobson,2010,PHI,M,25,13,1294,0,0,18,8,0,0/0,0,0,0.0,0.0
5393,Cristian Arrieta,2010,PHI,D,16,15,1343,0,0,8,3,0,0/0,0,0,0.0,0.0
5394,Gregg Berhalter,2010,LA,D,16,16,1399,0,0,3,0,0,0/0,0,0,0.0,0.0
5395,Devon McTavish,2010,DC,D,19,16,1405,0,0,4,1,0,0/0,0,0,0.0,0.0
5396,Danny Earls,2010,COL,D,18,15,1413,0,0,5,2,0,0/0,0,0,0.0,0.0
5397,Shavar Thomas,2010,KC,D,17,16,1432,0,0,9,2,0,0/0,0,0,0.0,0.0
5398,Clyde Simms,2010,DC,M,20,18,1508,0,0,12,6,0,0/0,0,0,0.0,0.0
5399,Kurt Morsink,2010,DC,M,20,18,1558,0,0,11,4,0,0/0,0,0,0.0,0.0
5400,Seth Sinovic,2010,NE,D,20,18,1580,0,0,7,1,0,0/0,0,0,0.0,0.0
5401,Jon Busch,2010,SJ,GK,18,18,1620,0,0,1,1,0,0/0,0,0,0.0,0.0
5402,Dejan Jakovic,2010,DC,D,19,18,1624,0,0,3,1,0,0/0,0,0,0.0,0.0
5403,Jordan Graye,2010,DC,D,20,20,1662,0,0,5,3,0,0/0,0,0,0.0,0.0
5404,Kevin Hartman,2010,DAL,GK,20,20,1755,0,0,0,0,0,0/0,0,0,0.0,0.0
5405,Zach Loyd,2010,DAL,D,24,19,1769,0,0,1,0,0,0/0,0,0,0.0,0.0
5406,Darrius Barnes,2010,NE,D,21,20,1800,0,0,0,0,0,0/0,0,0,0.0,0.0
5407,Troy Perkins,2010,DC,GK,22,22,1980,0,0,0,0,0,0/0,0,0,0.0,0.0
5408,Zach Thornton,2010,CHV,GK,23,23,2015,0,0,0,0,0,0/0,0,0,0.0,0.0
5409,Chris Seitz,2010,PHI,GK,23,22,2047,0,0,0,0,0,0/0,0,0,0.0,0.0
5410,Pat Onstad,2010,HOU,GK,23,23,2070,0,0,0,0,0,0/0,0,0,0.0,0.0
5411,Patrick Ianni,2010,SEA,D-M,25,24,2096,0,0,15,1,0,0/0,0,0,0.0,0.0
5412,Stefani Miglioranzi,2010,PHI,M,26,25,2097,0,0,14,5,0,0/0,0,0,0.0,0.0
